reference_number;entry_date;amount;debit_account_code;credit_account_code;debit_account_name_src;credit_account_name_src;txn_description;classification_code;work_item_code;expenses_code;transaction_classification name;work_items  descrip;expenses_categories description
834-01;04/07/2022;3346;1110;1410;الخزينة;الأثاث والتجهيزات;مكتب +كرسي مكتب +كرسي بلاستك +اله حاسبه +سجاده وشنطه للعهده وغلاي و3مج زجاج;2;35;1;صرف خزينة;اصول;اثاث
835-01;04/07/2022;577;1110;1410;الخزينة;الأثاث والتجهيزات;مكتب +كرسي مكتب +كرسي بلاستك +اله حاسبه +سجاده وشنطه للعهده وغلاي و3مج زجاج;2;35;1;صرف خزينة;اصول;اثاث
836-01;04/07/2022;3005;1110;1410;الخزينة;الأثاث والتجهيزات;"خزان ماء 2000 لتر+حنفيه 1"" + +النقل+ 1ك زيت للمولد";2;34;53;صرف خزينة;خزانات مياه;مياة
837-01;04/07/2022;600;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;عربيه ماء 20 م;2;34;53;صرف خزينة;خزانات مياه;مياة
838-01;04/07/2022;9000;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;تقارير اختبار تحمل لعماره 24.29.21;2;4;24;صرف خزينة;حفر وردم وتسوية;تسويه التربه 
839-01;04/07/2022;2500;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;اختبار صلاحيه ناتج الحفر عمارات 26.27.28.32;2;4;24;صرف خزينة;حفر وردم وتسوية;تسويه التربه 
840-01;04/07/2022;350;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;2 يوميه عامل تسويه ورش ماء عمارات29.30.31;2;1;2;صرف خزينة;مصاريف ادارية;اجور يومية
841-01;04/07/2022;5150;1110;1430;الخزينة;أجهزة الحاسب;جهاز كمبيوتر  للمحاسب;2;1;30;صرف خزينة;مصاريف ادارية;حاسب الى
842-01;04/07/2022;25;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;ضيافه السهره استشاري صب عمارات 24.30.21;2;1;11;صرف خزينة;مصاريف ادارية;اكراميات
843-01;04/07/2022;200;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;اكراميه سهر استشاري عماره 30.31;2;1;11;صرف خزينة;مصاريف ادارية;اكراميات
844-01;04/07/2022;200;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;اكراميه البمب صب عاديه 24.30.31;2;1;11;صرف خزينة;مصاريف ادارية;اكراميات
845-01;04/07/2022;200;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;اكراميه معمل التربه;2;1;11;صرف خزينة;مصاريف ادارية;اكراميات
846-01;04/07/2022;340;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;فاتوره كهرباء اناره عند السهره;2;1;56;صرف خزينة;مصاريف ادارية;مصاريف كهرباء
846-02;04/07/2022;232;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;قاروره مياه ويوميه عامل ;2;1;2;صرف خزينة;مصاريف ادارية;اجور يومية
847-01;04/07/2022;350;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;لودر تنزيل الحديد عمارات 43.37;2;26;55;صرف خزينة;حديد;نقل وتعتيق
847-02;04/07/2022;155;1110;1410;الخزينة;الأثاث والتجهيزات;جاروف وكزلك ;2;4;24;صرف خزينة;حفر وردم وتسوية;تسويه التربه 
848-01;04/07/2022;50;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;اكراميه سياره الحدبد;2;1;11;صرف خزينة;مصاريف ادارية;اكراميات
849-01;04/07/2022;225;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;دكاك يدوي عماره 24.30 ;2;4;24;صرف خزينة;حفر وردم وتسوية;تسويه التربه 
851-01;05/07/2022;5000;1110;1430;الخزينة;أجهزة الحاسب;طابعه توشيبا;2;1;30;صرف خزينة;مصاريف ادارية;حاسب الى
852-01;05/07/2022;160;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;بنزين للمولد;2;1;90;صرف خزينة;مصاريف ادارية;سولار
853-01;05/07/2022;550;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;ورق طباعه a3+a4;2;1;111;صرف خزينة;مصاريف ادارية;ورق a4
854-01;05/07/2022;4500;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;ايجار شقه المهندس طارق;2;1;62;صرف خزينة;مصاريف ادارية;إيجار شقق
855-01;05/07/2022;8000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص منتصر( نجاره);5;24;1103;دفعة مقاول;نجاره مسلحه ;منتصر
856-01;05/07/2022;3700;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;باقي حساب تنكات المياه (مصطفي );5;40;70001;دفعة مقاول;مياه;مصطفي مياه
857-01;05/07/2022;250;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;مسحوبات ضيافه الاستشاري من الكانتين من بدايه المشروع;2;1;11;صرف خزينة;مصاريف ادارية;اكراميات
858-01;05/07/2022;4000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;حساب الفرمجي عاديات 43.38.37.31.30.24.25.29;5;5;1149;دفعة مقاول;خرسانة عادية;محمد نصر فرمجه
859-01;05/07/2022;85;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;تصوير اوراق +اقلام فسفور+ اساتك فلوس;2;1;26;صرف خزينة;مصاريف ادارية;مصاريف تصوير
860-01;05/07/2022;200;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;اكراميه بمب لصب عماره 25.29;2;5;11;صرف خزينة;خرسانة عادية;اكراميات
861-01;05/07/2022;600;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;تكسير مكعبات 7 ايام عماره 43.38.37;2;5;3;صرف خزينة;خرسانة عادية;اختبارات
862-01;05/07/2022;200;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;يوميه عامل ابو رهف تسويه وحفر وارنكه;2;1;2;صرف خزينة;مصاريف ادارية;اجور يومية
863-01;06/07/2022;32;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;قاروره ماء حلو للموقع 20لتر;2;1;53;صرف خزينة;مصاريف ادارية;مياة
864-01;06/07/2022;6500;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص الحداد;5;43;1098;دفعة مقاول;حداده مسلحه;عبدالرحمن
865-01;06/07/2022;6000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من حساب المساح;5;37;1124;دفعة مقاول;مساحه;المساح اسلام
866-01;06/07/2022;1800;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;حساب سياره الموقع حتي يوم 6/7;5;36;70000;دفعة مقاول;سيارات مؤجره ;امير سياره موقع 1
867-01;06/07/2022;20110;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص الحفر ;5;4;1104;دفعة مقاول;حفر وردم وتسوية;ياسين حفر
868-01;06/07/2022;14890;1110;1420;الخزينة;الآلات والمعدات;حساب اللوادر ونقل المخلفات;2;4;114;صرف خزينة;حفر وردم وتسوية;ايجار لودر
869-01;06/07/2022;500;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;حساب يوميات احمد الغفير تسويه ورش ماء للمعالجه وارنكه  من بدايه المشروع;2;1;2;صرف خزينة;مصاريف ادارية;اجور يومية
870-01;06/07/2022;200;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;سهره استشاري لصب  عماره 29;2;5;113;صرف خزينة;خرسانة عادية;سهره استشاري
871-01;06/07/2022;200;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;سهره استشاري لصب عماره 25;2;5;113;صرف خزينة;خرسانة عادية;سهره استشاري
872-01;06/07/2022;50;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;اكراميه موظف البنك لسحب مستعجل  4 مرات وتكتوك;2;1;11;صرف خزينة;مصاريف ادارية;اكراميات
873-01;06/07/2022;31511;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;رواتب شهر 6;2;1;50;صرف خزينة;مصاريف ادارية;مرتبات
874-01;06/07/2022;3000;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;غفره عرب في اجازه العيد;2;1;50;صرف خزينة;مصاريف ادارية;مرتبات
875-01;06/07/2022;1500;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص محمد جمال (نجاره);5;24;1099;دفعة مقاول;نجاره مسلحه ;محمد جمال
877-01;06/07/2022;200;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;رش مياه معالجه وتسويه  وارنكه عماره 29;2;34;53;صرف خزينة;خزانات مياه;مياة
878-01;17/07/2022;200;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;بنزين للمولد;2;1;90;صرف خزينة;مصاريف ادارية;سولار
879-01;17/07/2022;600;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;غفره احمد حلمي 4 ايام * 150 ج;2;1;31;صرف خزينة;مصاريف ادارية;مصاريف امن و حراسة
880-01;17/07/2022;1330;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;حساب الغفير السيد 10 ايام *133ج;2;1;31;صرف خزينة;مصاريف ادارية;مصاريف امن و حراسة
881-01;17/07/2022;150;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;طباعه 19 لوحه a0*8 ج;2;1;26;صرف خزينة;مصاريف ادارية;مصاريف تصوير
882-01;17/07/2022;30;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;زجاجه ماء حلو للموقع;2;1;53;صرف خزينة;مصاريف ادارية;مياة
883-01;18/07/2022;3580;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;اختبارات حديد في معمل البحوث;2;6;3;صرف خزينة;خرسانة مسلحة;اختبارات
884-01;18/07/2022;20;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;اكراميه عامل تنزيل الحديد في المعمل ;2;1;11;صرف خزينة;مصاريف ادارية;اكراميات
885-01;19/07/2022;75;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;شراء سكر وينسون وكركديه للكرافان ;2;1;18;صرف خزينة;مصاريف ادارية;بوفية وضيافة
886-01;20/07/2022;40;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;زجاجه ماء حلو للموقع;2;1;53;صرف خزينة;مصاريف ادارية;مياة
887-01;20/07/2022;20;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;مصاريف سحب نقديه اربع مرات من ماكينه ATM;2;1;17;صرف خزينة;مصاريف ادارية;بنكية
888-01;20/07/2022;304;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;طباعه 38 لوحه A0*8 ج;2;1;26;صرف خزينة;مصاريف ادارية;مصاريف تصوير
889-01;20/07/2022;40;1110;1410;الخزينة;الأثاث والتجهيزات;شراء 4 سله زباله للكرافان;2;3;49;صرف خزينة;تجهيز موقع;لوازم و مهمات
890-01;20/07/2022;1000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص منتصر( نجاره);5;24;1103;دفعة مقاول;نجاره مسلحه ;منتصر
891-01;21/07/2022;2620;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;اجرسياره الموقع يوم يومان في اجازه العيد +من يوم 16/7 حتي يوم 21/7;5;36;70000;دفعة مقاول;سيارات مؤجره ;امير سياره موقع 1
892-01;21/07/2022;1200;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;2نقله مياه معالجه  *600;2;3;53;صرف خزينة;تجهيز موقع;مياة
893-01;21/07/2022;160;1110;1410;الخزينة;الأثاث والتجهيزات; 2برميل ماء لمعالجه مكعبات الخرسانه ;2;6;53;صرف خزينة;خرسانة مسلحة;مياة
894-01;23/07/2022;750;1110;1410;الخزينة;الأثاث والتجهيزات;شرراء مشمع لتغطيه الحديد 15م*50ج ;2;35;1;صرف خزينة;اصول;اثاث
895-01;23/07/2022;50;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;كابل للطابعه;2;1;49;صرف خزينة;مصاريف ادارية;لوازم و مهمات
896-01;23/07/2022;33;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;زجاجه ماء حلو للموقع;2;1;53;صرف خزينة;مصاريف ادارية;مياة
897-01;23/07/2022;75;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;غيار زيت للمولد;2;1;90;صرف خزينة;مصاريف ادارية;سولار
898-01;23/07/2022;170;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;بنزين للمولد;2;1;90;صرف خزينة;مصاريف ادارية;سولار
899-01;23/07/2022;130;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;شراء خط وي لحسام لعدم وجود شبكه فودافون في الموقع;2;1;27;صرف خزينة;مصاريف ادارية;مصاريف تليفون و فاكس ونت
900-01;23/07/2022;100;1110;1410;الخزينة;الأثاث والتجهيزات;شراء فلاشه 16جيجا خاصه بالحسابات;2;1;49;صرف خزينة;مصاريف ادارية;لوازم و مهمات
901-01;24/07/2022;1500;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص ابو عمرو( نجاره);5;24;1100;دفعة مقاول;نجاره مسلحه ;محمد شحاتة
902-01;24/07/2022;750;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;اجر غفره ليليه 5 ايام احمد حلمي من يوم 18/7 حتي 21/7;2;1;31;صرف خزينة;مصاريف ادارية;مصاريف امن و حراسة
